"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"NNTCEUS","198101","121.501","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198102","101.253","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198103","101.21","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198104","79.228","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198105","75.787","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198106","69.587","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198107","69.822","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198108","69.704","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198109","67.048","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198110","80.463","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198111","85.924","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198112","110.343","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198113","1032.089","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198201","128.228","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198202","106.301","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198203","98.213","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198204","79.423","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198205","60.654","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198206","59.424","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198207","61.092","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198208","61.429","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198209","60.694","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198210","69.622","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198211","82.992","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198212","92.842","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198213","960.901","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198301","118.871","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198302","98.975","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198303","93.718","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198304","80.232","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198305","65.841","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198306","56.928","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198307","56.728","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198308","58.698","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198309","55.371","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198310","58.75","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198311","68.837","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198312","88.145","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198313","901.094","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198401","125.786","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198402","105.038","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198403","98.792","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198404","85.79","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198405","72.136","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198406","62.904","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198407","61.711","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198408","61.718","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198409","57.975","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198410","63.106","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198411","74.455","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198412","92.841","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198413","962.252","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198501","112.983","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198502","115.772","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198503","92.569","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198504","77.506","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198505","61.271","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198506","57.527","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198507","59.721","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198508","59.703","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198509","55.643","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198510","61.194","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198511","70.368","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198512","102.258","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198513","926.516","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198601","115.501","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198602","101.09","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198603","92.742","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198604","72.144","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198605","62.272","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198606","55.313","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198607","55.063","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198608","53.091","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198609","50.159","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198610","54.227","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198611","66.552","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198612","89.712","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198613","867.866","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198701","114.22","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198702","103.211","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198703","93.967","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198704","77.111","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198705","63.388","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198706","58.762","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198707","58.434","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198708","60.156","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198709","55.817","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198710","65.292","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198711","75.889","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198712","96.726","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198713","922.972","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198801","117.401","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198802","109.342","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198803","100.035","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198804","78.332","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198805","69.59","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198806","62.427","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198807","62.773","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198808","65.207","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198809","58.546","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198810","65.663","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198811","77.598","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198812","97.459","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198813","964.373","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198901","109.912","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198902","109.385","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198903","106.141","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198904","86.502","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198905","73.937","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198906","65.965","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198907","67.368","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198908","67.031","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198909","64.927","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198910","73.236","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198911","85.344","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198912","117.207","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","198913","1026.955","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199001","116.252","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199002","100.053","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199003","98.072","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199004","87.306","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199005","75.935","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199006","70.607","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199007","70.144","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199008","71.739","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199009","69.647","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199010","76.172","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199011","84.199","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199012","106.128","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199013","1026.254","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199101","125.371","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199102","104.239","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199103","100.687","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199104","84.771","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199105","73.948","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199106","66.631","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199107","71.848","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199108","71.292","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199109","68.339","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199110","78.415","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199111","92.648","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199112","109.567","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199113","1047.756","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199201","122.503","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199202","111.342","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199203","106.036","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199204","93.325","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199205","78.888","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199206","71.026","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199207","74.479","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199208","71.454","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199209","70.246","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199210","75.866","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199211","92.02","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199212","116.077","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199213","1083.262","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199301","124.121","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199302","117.849","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199303","116.642","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199304","91.506","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199305","70.871","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199306","71.576","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199307","75.903","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199308","77.173","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199309","70.961","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199310","81.902","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199311","96.533","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199312","115.668","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199313","1110.705","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199401","137.244","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199402","125.04","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199403","111.01","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199404","89.342","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199405","76.537","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199406","77.218","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199407","77.682","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199408","79.37","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199409","75.023","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199410","80.729","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199411","93.394","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199412","113.461","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199413","1136.048","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199501","130.21","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199502","119.438","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199503","114.635","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199504","97.255","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199505","86.141","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199506","77.61","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199507","84.796","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199508","88.566","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNTCEUS","199509","77.782","2","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
